Key,Français,Breton,English,German,Portuguese,Italian,Spanish
VASAT_ACT_1_DIALOGUE_2_1,[f]La sortie d'eau ne m'as pas l'air encombré donc l'eau ne devrait plus avoir de problème pour sortir.,[f]Ne seblant ket din bezañ stanket an toull-dour[V] setu ne zlefe ket an dour kaout kudennoù evit mont er-maez ken.,[f]The water outlet doesn't seem clogged to me so the water should no longer have any problem getting out.,[f]Der Wasserauslass scheint mir nicht verstopft zu sein[V] daher sollte das Wasser keine Probleme mehr haben[V] herauszukommen.,[f]A saída de água não me parece entupida[V] então a água não deve mais ter problemas para sair.,[f]Lo scarico dell'acqua non mi sembra ostruito quindi l'acqua non dovrebbe più avere problemi a uscire.,[f]La salida de agua no me parece obstruida por lo que el agua ya no debería tener problemas para salir.
VASAT_ACT_1_DIALOGUE_2_2,[f]Un dernier coup d'œil au réservoir et tout devrait aller.,[f]Ur sell diwezhañ ouzh an tank ha pep tra a zlefe bezañ mat.,[f]One last look at the tank and everything should be fine.,[f]Ein letzter Blick auf den Tank und alles sollte in Ordnung sein.,[f]Uma última olhada no tanque e tudo ficará bem.,[f]Un'ultima occhiata al serbatoio e tutto dovrebbe andare bene.,[f] Una última mirada al tanque y todo debería estar bien.
VASAT_ACT_1_DIALOGUE_3_1,[f]Une fois la fontaine réparer[V] le bruit blanc de l'eau reviendra enfin.,[f]Ur wech kempennet ar feunteun e tistroio trouz gwenn an dour a-benn ar fin.,[f]Once the fountain is repaired[V] the white noise of the water will finally return.,[f]Sobald der Brunnen repariert ist[V] wird das weiße Rauschen des Wassers endlich zurückkehren.,[f]Assim que a fonte for consertada[V][V] o ruído branco da água finalmente retornará.,[f]Una volta riparata la fontana[V] tornerà finalmente il rumore bianco dell'acqua.,[f]Una vez reparada la fuente[V] el ruido blanco del agua finalmente volverá.
VASAT_ACT_1_DIALOGUE_4_1,[f]Je termine de regarder ça et je rejoint [SCHUCHTERNE_NAME] a la rivière,[f]Echuiñ a ran da sellet ouzh an dra-se ha mont a ran gant [SCHUCHTERNE_NAME] e-kichen ar stêr,[f]I finish watching this and join [SCHUCHTERNE_NAME] at the river,[f]Ich schaue mir das zu Ende an und geselle mich zu [SCHUCHTERNE_NAME] am Fluss,[f]Terminei de assistir e me juntei a [SCHUCHTERNE_NAME] no rio,[f]Finisco di guardare e raggiungo [SCHUCHTERNE_NAME] al fiume,[f] Termino de ver esto y me uno a [SCHUCHTERNE_NAME] en el río.
AZEL_NAME,[#808080]Azel[/#],[#808080]Azel[/#],[#808080]Azel[/#],[#808080]Azel[/#],[#808080]Azel[/#],[#808080]Azel[/#],[#808080]Azel[/#]
AZEL_ACT_1_DIALOGUE_1_1,[f]Mince[V] je crois que c’était un peux fort mon amis ,[f]Damn[V] Un tamm kreñv e oa[V] d'am soñj[V] ma mignoned,[f]Damn[V] I think it was a bit strong my friends ,[f]Verdammt[V] Ich glaube[V] es war ein bisschen stark[V] meine Freunde ,[f]Droga[V] Acho que foi um pouco forte[V] meus amigos ,[f]Dannazione[V] Penso che sia stato un po' forte amici miei ,[f]Maldición[V] Creo que fue un poco fuerte mis amigos 
AZEL_ACT_1_DIALOGUE_1_2,[f]Je peux te raccompagner le temps que tu te rétablisses si tu veux ?,"[f]Gallout a ran ho kas d'ar gêr e-keit ma'z oc'h pareet ma fell deoc'h ?",[f]I can take you home while you recover if you want?,[f]Ich kann dich nach Hause bringen[V] während du dich erholst[V] wenn du willst?,[f] Posso te levar para casa enquanto você se recupera[V] se quiser?,[f]Posso portarti a casa mentre ti riprendi[V] se vuoi?,[f] ¿Puedo llevarte a casa mientras te recuperas si quieres?
AZEL_ACT_1_DIALOGUE_2_1,[f]C’est pas contre toi Denez hein[V] mais si tu veux un conseil d’amis,[f]N'eo ket a-enep deoc'h Denez eh[V] met ma fell deoc'h kaout alioù digant mignoned,[f]It's not against you Denez eh[V] but if you want some advice from friends,[f]Es ist nicht gegen dich[V] Denez[V] eh[V] aber wenn du einen Rat von Freunden willst,[f]Não é contra você Denez eh[V] mas se você quiser algum conselho de amigos,[f]Non è contro di te Denez eh[V] ma se vuoi qualche consiglio dagli amici,[f]No es contra ti Denez eh[V] pero si quieres un consejo de tus amigos
AZEL_ACT_1_DIALOGUE_2_2,[f]Tu devrais aussi ralentir ta consommation,[f]Ret eo deoc'h ivez gorrekaat ho beveziñ,[f]You should also slow down your consumption,[f]Sie sollten auch Ihren Konsum verlangsamen,[f]Você também deve desacelerar seu consumo,[f]Dovresti anche rallentare i consumi,[f]También debes reducir el consumo
AZEL_ACT_1_DIALOGUE_2_3,[f]J’ai de très bon produits qui sont pourtant moins puissants[V] je te conseil de les tester à la place…,[f]Produioù mat-tre am eus ha n'int ket ken galloudus avat[V] a ali ac'hanoc'h da amprouiñ anezho kentoc'h...,[f]I have very good products which are however less powerful[V] I advise you to test them instead…,[f]Ich habe sehr gute Produkte[V] die allerdings weniger leistungsstark sind.[V]Ich empfehle Ihnen[V] sie stattdessen zu testen…,[f]Tenho produtos muito bons[V] porém menos potentes[V] Aconselho você a testá-los…,[f]Ho dei prodotti molto buoni ma meno potenti[V] Ti consiglio invece di provarli...,[f]Tengo productos muy buenos que[V] sin embargo[V] son menos potentes[V] Te aconsejo que los pruebes...
AZEL_ACT_1_DIALOGUE_3_1,[f]Il semble que mes informations sur le produit soit erroné[V] mes excuses[V] sincèrement,[f]War a seblant ez eo direizh titouroù diwar-benn ma produ[V] digarezit ac'hanon[V] a-greiz kalon,[f]It seems that my product information is incorrect[V] my apologies[V] sincerely,[f]Es scheint[V] dass meine Produktinformationen falsch sind.[V] Ich entschuldige mich aufrichtig.[V],[f]Parece que as informações do meu produto estão incorretas[V] minhas desculpas[V] sinceramente,[f]Sembra che le informazioni sul mio prodotto siano errate[V] le mie scuse[V] sinceramente,[f]Parece que la información de mi producto es incorrecta[V] mis disculpas[V] sinceramente
AZEL_ACT_1_DIALOGUE_3_2,Ho[V] [f]mais tu es toujours là toi ? ,Ho[V] [f]met emaoc'h c'hoazh amañ ?,Ho[V] [f]but are you still there? ,Ho[V][f]aber bist du noch da? ,Ho[V] [f]mas você ainda está aí? ,Ho[V] [f]ma sei ancora lì? ,Ho[V] [f]pero ¿sigues ahí? 
AZEL_ACT_1_DIALOGUE_3_3,[f]Serais-tu muet ou quelque chose du genre ? ,[f]Ha mut e vefec'h pe un dra bennak ?,[f]Would you be mute or something? ,[f]Würdest du stumm sein oder so? ,[f]Você ficaria mudo ou algo assim? ,[f]Saresti muto o qualcosa del genere? ,[f] ¿Estarías mudo o algo así? 
AZEL_ACT_1_DIALOGUE_3_4,"[f]J’imagine que oui[V] dans ce cas[V] n’hésite pas à passer à la boutique[V] j’aurais peut être ce qu’il te faut
",[f]Soñjal a ran[V] en degouezh-se[V] na zisoñjit ket mont da welet ar stal[V] marteze e vo ganin ar pezh hoc'h eus ezhomm,"[f]I imagine so[V] in this case[V] don’t hesitate to stop by the store[V] I might have what you need
","[f]Das kann ich mir vorstellen.[V] Zögern Sie in diesem Fall nicht[V] im Laden vorbeizuschauen.[V] Vielleicht habe ich das[V] was Sie brauchen
","[f]Imagino que sim[V] neste caso[V] não hesite em passar na loja[V] Posso ter o que você precisa
","[f]Immagino di sì[V] in questo caso[V] non esitare a passare in negozio[V] Potrei avere quello che ti serve
","[f]Me imagino que sí[V] en este caso[V] no dudes en pasarte por la tienda[V] Puede que tenga lo que necesitas
"
DENEZ_NAME,[#70477d]Denez[/#],[#70477d]Denez[/#],[#70477d]Denez[/#],[#70477d]Denez[/#],[#70477d]Dénez[/#],[#70477d]Denez[/#],[#70477d]Dénez[/#]
DENEZ_ACT_1_DIALOGUE_1_1,Euh... [f]Oui…,Uh...[f]Ya...,Um... [f]Yes...,Ähm... [f]Ja...,Hum... [f]Sim...,Ehm... [f]Sì...,Mmm... [f]Sí...
DENEZ_ACT_1_DIALOGUE_1_2,[f]Je ve.. [/f]*beuargh*,[f]C'hoant am eu.. [/f]*beuargh*,[f]I want.. [/f]*beuargh*,[f]Ich will.. [/f]*beuargh*,[f]Eu quero.. [/f]*beuargh*,[f]Voglio.. [/f]*beuargh*,[f]Quiero.. [/f]*beuargh*
DENEZ_ACT_1_DIALOGUE_2_1,*beuargh*,*beuargh*,*beuargh*,*beuargh*,*beuargh*,*beuargh*,*beuargh*
DENEZ_ACT_1_DIALOGUE_3_1,[f]C’est pas grav.. [/f]*beuargh*,[f]N'eus forzh ebe.. [/f]*beuargh*,[f]It’s not serious. [/f]*beuargh*,[f]Es ist nicht ernst. [/f]*beuargh*,[f]Não é sério. [/f]*beuargh*,[f]Non è serio. [/f]*beuargh*,[f]No es grave [/f]*beuargh*.
